screenName,text,klasa
Labour_North,"RT @RCorbettMEP: Debating #brexit and start of #brexittalks on @BBCNews &amp; @BBCWorld https://t.co/74unJA6s3u… https://t.co/eY4UOXfKRO",pozytywna
petermccue1,RT @nickreeves9876: Labour supporters should ask why Corbyn is helping the government achieve a Tory #Brexit which would wreck much that La…,pozytywna
RCorbettMEP,"Debating #brexit and start of #brexittalks on @BBCNews &amp; @BBCWorld https://t.co/74unJA6s3u… https://t.co/eY4UOXfKRO",pozytywna
Historylecturer,"@TheScotsman That,of course, is why only about 38% of qualified voters voted for #Brexit",pozytywna
mr_snowman7,@pharbron i take it you are not a fan of #brexit,pozytywna
AnderEzkurra,"RT @EU_Commission: #Brexit -Art.50 negotiations begin today. We want maximum level of transparency. Rights of citizens, first priority. htt…",pozytywna
iandavidjones21,"RT @LiamM2868: The Murdoch Media Tendency will lie, exaggerate and divert us from the supreme incompetence of Tory negotiators. #Brexit wil…",negatywna
RealTimMitchell,RT @beaubodor: EU caves in on first day of #Brexit negotiations &amp; allows David Davis to sing 3 Cornish sea shanties at the start of the pre…,pozytywna
PennyTindall,"RT @UKIPNFKN: Watch: Brexit is reversible, says author of Brexit treaty #GE2017 #Brexit #BrexitExit #Article50 https://t.co/lX1B7v7f7o",pozytywna
theironroadman,RT @LBC: How do you feel about the prospect of a successful Brexit negotiation? #CliveOnLBC #Brexit @DavidDavisMP @MichelBarnier,pozytywna
lunaperla,"RT @azuretone: No Deal should mean NO #Brexit We either negotiate a good deal for the UK or we STAY. NO #WTO tariffs, no hard Brexit.",pozytywna
Becky_Black_,RT @DrBenWhitham: Come to lovely @CumberlandLodge in Sep to discuss hopes for #cohesion in times of #terrorism #Trump #Islamophobia #brexit…,pozytywna
stuboy1905,"RT @gwjschenk: I love this summary by David Dimbleby on the #ExitPoll #GeneralElection17 #Brexit #brexitshambles https://t.co/61NLNmF1tA",pozytywna
marknewdarkage,#Brexit: #UK caves in to #EU demand to agree divorce bill before trade talks https://t.co/3SxzevLozQ,negatywna
greengranma,RT @POLITICOEurope: The EU goes one up on the first day of #Brexit talks https://t.co/SJGU70UPRp,pozytywna
stevebelkacem,A good day to bury bad news #brexit #cnn https://t.co/YjdadstFhF,pozytywna
InnerFury4K,"RT @theSNP: As #Brexit negotiations start today read @NicolaSturgeon on why there should be a genuine four-nation approach. https://t.co/J…",pozytywna
Dog__Person,RT @nickreeves9876: Once the British passport was the best in the world. After #Brexit it would be better to have a Latvian or Romanian pas…,pozytywna
lmd1986,RT @JamieHolePunch: @Tucker5law And this #Brexit gameshow looks shit as well. https://t.co/7AUSSWDZHc,pozytywna
malcolmgarrett,"RT @RebetikoWalrus: #Brexit is the stupidest thing ever. We don't have to do it. We have not legally decided to do it. And the fools are st…",negatywna
SirBrianClough1,#DavidDavis being lined up as Prime Minister by FAR RIGHT #Tories. Get #Brexit negotiations started &amp; hand over to ANOTHER RABID #Brexiteer!,pozytywna
PennyTindall,"RT @UKIPNFKN: The number of Brits seeking German citizenship jumped 361% after Brexit via @BIUK #Brexit #MayDUP #BrexitExit https://t.co/1E…",pozytywna
anilbhanot,"Soft Brexit definition vs. Hard @IainDSmith_MP @DavidDavisMP @theresa_may @LiamFox like 'common' instead of 'union' access, etc etc #brexit",pozytywna
catherinemginn,RT @BestForBritain: More than 50% of people believe we should vote on the final deal. Poll for Mail on Sunday shows mood on key #Brexit iss…,pozytywna
SatSandhu,#Brexit can be reversed - join the call on #TheresaMay to cancel Brexit if she can’t get a deal! https://t.co/0g6kkWvFrk,negatywna
PolitwoopsEU,DT Richard Corbett: Debating #brexit and start of #brexittalks on BBC News (UK) &amp;amp; BBC News (... https://t.co/zosbCo7guh,pozytywna
AndyRFCCharman,RT @carryonkeith: The UK being represented in #Brexit negotiations by David Davis is like England entering the World Cup and fielding Accri…,pozytywna
stedelto,"RT @Eurochild_org: Children’s lives will be most impacted by #Brexit, but their voices are missing to-date #Brexittalks #BrexitChildren htt…",negatywna
LamatthewsTony,RT @grahambsi: Barnier is clearly in charge and will set the terms of the #Brexit negotiation. Davis looked flustered and out of his depth.,negatywna
slamjam123,"@theresa_may &amp; @DavidDavisMP In the final days of #brexit negotiations. No Deal! #brexittalks #ToriesOut #nodeal https://t.co/UwHnYRRC1I",negatywna
andymcewan1,RT @stephenpaton134: I see the #Brexit negotiations are off to a flying start. https://t.co/a01IX9yvcZ,pozytywna
meurigraymond,#brexit trade deal: keep preferential rates for automotive industry &amp; banking but sacrifice #agriculture. You'll have an income but no #Food,negatywna
AesopJ,RT @TheSatireParty: How are the 'negotiations going Theresa?' #Brexit #ToriesOut #GE2017 #JC4PM #ResignTheresaMay #EndAusterity #DUPCoaliti…,pozytywna
joanna_F24,This might be why I haven't had any news on that application... 254% rise in requests for French nationality #brexit https://t.co/KtzhYHVH22,pozytywna
MAFTC,RT @janemerrick23: Michel Barnier says there will be one week of #Brexit negotiations every month. So like a period. Only more painful.,negatywna
Carlos201070,"RT @IDS_not: I wouldn't say @DavidDavisMP is thick but he actually thinks Les Dennis is a French fire engine! #Brexit",negatywna
GMG1106,"RT @weloveeconomics: #Brexit is SOCIAL DUMPING sold under the name of ""SOVEREIGNTY""! #remain #StopBrexit  #hungparliament @UKIPNFKN @nickre…",negatywna
CahalCarvill,@JasonMcIntosh88 Certainly not. Unfortunately poor old NI is going get the short straw again I suspect #Brexit,negatywna
FlexcitPaul,No SM = no mutual recognition = 27 sets of rules #Flexcit #Brexit #EEA https://t.co/2EOCS6S3bD https://t.co/xm8YE3hJgY,pozytywna
SMerlChest,RT @janemerrick23: Michel Barnier says there will be one week of #Brexit negotiations every month. So like a period. Only more painful.,negatywna
Dolores23062016,RT @BestForBritain: More than 50% of people believe we should vote on the final deal. Poll for Mail on Sunday shows mood on key #Brexit iss…,pozytywna
YerMouse,"Haven't got a clue about #Brexit ? Neither has #DavidDavis @IrishTimes https://t.co/Z0itBavbAF",pozytywna
PaulDuffy1192,"RT @EU_Commission: We must 1st tackle uncertainties caused by #Brexit .For us, transparency is key. Find our negotiating documents here htt…",negatywna
d_antrassi,"Despite #Ascot, the horse and the #queen proud to be European and republican #uk #brexit #brexittalks https://t.co/iNIhmu4XCA",pozytywna
LiveNowHere,"European commission to crack down on offshore tax avoidance https://t.co/uJp8cYP1vO #Brexit,  anyone?",negatywna
Patriot_Girl_TX,"RT @FoxBusiness: Jaguar Land Rover to hire 5,000, easing #Brexit jitters   https://t.co/qnA4CxWvdL",pozytywna
Tucker5law,RT @JamieHolePunch: @Tucker5law And this #Brexit gameshow looks shit as well. https://t.co/7AUSSWDZHc,pozytywna
GMG1106,RT @weloveeconomics: #Brexit - China export myth vs reality: Was EU stopping  UK from exporting to 3rd countries? Or was it just poor polic…,negatywna
SukiStockwell,RT @janemerrick23: Michel Barnier says there will be one week of #Brexit negotiations every month. So like a period. Only more painful.,negatywna
dotdotdot17345,RT @nickreeves9876: . @JeremyCorbyn &amp; @Keir_Starmer have utterly surrendered to the hate &amp; lies about immigration of the #Brexit billionair…,negatywna
susan_bell1212,RT @stephenpaton134: I see the #Brexit negotiations are off to a flying start. https://t.co/a01IX9yvcZ,pozytywna
MeallyHen,"RT @tony_nog: #IN #Brexit sorry, another rant o thread 1) Today on @daily_politics Jo Coburn asked all three guests ""What should the final…",negatywna
ArcherNavyUK,These inflated bags of Puss &amp; Hate said they'd be tough &amp; difficult when negotiating #brexit. On Day 1 they caved i… https://t.co/nVPGJLbXLN,negatywna
goodclimate,RT @EUlondonrep: Missed the #Brexit press conference by @MichelBarnier and @DavidDavisMP? See the recording here: https://t.co/OEBkdJhtKO h…,negatywna
bindi_palmer,RT @RousePartners: Our June hand-picked news summary is out now... https://t.co/pCWH8WQbJP #brexit #taxtips and more https://t.co/ADxqUwnGBI,pozytywna
BrexitBin,RT @janemerrick23: Michel Barnier says there will be one week of #Brexit negotiations every month. So like a period. Only more painful.,negatywna
london_kipper,RT @LBC: How do you feel about the prospect of a successful Brexit negotiation? #CliveOnLBC #Brexit @DavidDavisMP @MichelBarnier,pozytywna
wiliamblake1757,"RT @BrandusaEu: An English painting for the day #Brexit negotiations start - Europe: A Prophecy. William Blake 1794. @britishmuseum https:…",pozytywna
SteveDavies01,RT @beaubodor: EU caves in on first day of #Brexit negotiations &amp; allows David Davis to sing 3 Cornish sea shanties at the start of the pre…,pozytywna
LiamM2868,"The Murdoch Media Tendency will lie, exaggerate and divert us from the supreme incompetence of Tory negotiators. #Brexit will be a calamity",negatywna
TheSatireParty,How are the 'negotiations going Theresa?' #Brexit #ToriesOut #GE2017 #JC4PM #ResignTheresaMay #EndAusterity… https://t.co/nvBGnve3Hy,pozytywna
tweetingasme,RT @janemerrick23: Michel Barnier says there will be one week of #Brexit negotiations every month. So like a period. Only more painful.,negatywna
safespec_elec,"RT @GeorgeMonbiot: The EU's hand in the #Brexit talks is strengthened by the French election results. The UK's hand is weakened by our own…",negatywna
Cacophonic,"RT @tony_nog: #Brexit #In Thread - reality of today's concession by Davis 1) Today the UK agreed to the EU's ""sequencing"", ie sort out the…",pozytywna
sweetbaboo99,"RT @Mylegalforum: #TheresaMay spent entire election telling everyone #Brexit needed her 'strong hand'..... Day one - #DavidDavis goes in h…",negatywna
ktpankie,"RT @barryjbutler: #Brexit monthly talks. ""..like a period. Only more painful"" https://t.co/TFXEqCLUNZ",pozytywna
POLITICOEurope,The EU goes one up on the first day of #Brexit talks https://t.co/SJGU70UPRp,pozytywna
lunaperla,RT @LBC: How do you feel about the prospect of a successful Brexit negotiation? #CliveOnLBC #Brexit @DavidDavisMP @MichelBarnier,pozytywna
Patriot_Girl_TX,"RT @FoxBusiness: U.K., EU officials begin #Brexit talks   https://t.co/WAgE0BiVGS https://t.co/v0uDhw0lyF",pozytywna
marionpfallon,"RT @UKIPNFKN: Tory-DUP deal 'in breach of Good Friday agreement', claims Sinn Féin via @guardian #Brexit #MayDUP #BrexitExit https://t.co/5…",pozytywna
FastlegsofFury,RT @LGBTWandsworth: #QQT is happening at @thervt this Thursday and we hope you can join us for a #Brexit 1 year on special. Debate starts a…,pozytywna
UKIPNFKN,The latest The #Brexit #HateCrime &amp; #RaceHate Daily! https://t.co/anRAc0WEzW Thanks to @mjconf @HathroubiSamia @migpolgroup #finsburypark,pozytywna
SailormanIan,RT @grahambsi: Barnier is clearly in charge and will set the terms of the #Brexit negotiation. Davis looked flustered and out of his depth.,negatywna
notmybrexit,"RT @azuretone: No Deal should mean NO #Brexit We either negotiate a good deal for the UK or we STAY. NO #WTO tariffs, no hard Brexit.",pozytywna
venuscow8,""RT @James4Labour: All those who voted for the @Conservatives to ""strengthen"" @theresa_may's hand YOU WERE LIED TO. AGAIN. #Brexit negotia…",pozytywna
dotdotdot17345,"RT @POLitchop: Corbyn has dreamed of this for years he hates Europe. They bombed Mummy's house in WWII. More pro #brexit than even Farage.…",pozytywna
BusBritainMedia,David Davis to formally start Brexit negotiations https://t.co/QqWN1j5iaN #Brexit #EU #DavidDavis #BrexitSecretary… https://t.co/YnYpWxKIom,pozytywna
jamieweeks70,"RT @DaveWardGS: David Davis during #GE2017 campaign ""We will deliver parallel #Brexit talks"" TODAY EU: You will exit first Davis: OK S…",pozytywna
lunaperla,"RT @RCorbettMEP: #brexit would leave a massive hole in public finance https://t.co/ct8ke7ztqq https://t.co/xTToL5Lapd",negatywna
JoRitson,"RT @MartinShovel: My cartoon - David Davis begins negotiations with the #EU over our nation's future prosperity #Brexit #r4Today https://t…",pozytywna
WardHadaway,ICYMI our #Brexit seminar with @CBINorth and @northeastlep takes place this Wednesday. Get the low-down at… https://t.co/tcO7QJZran,pozytywna
dbkell,RT @ParisDaguerre: Business as usual for UK govt to be suspended until further notice while #Tories try to muddle through the #Brexit shamb…,negatywna
muchadoambridge,RT @ArchersOatcake: Listening to Tom reminds me of the hapless #Brexit negotiators. #TheArchers,negatywna
Nattreriv,RT @eleuropeista: #Brexit: a guide to the #EU - #UK negotiations. https://t.co/fkuBeJ8Y57,pozytywna
EUlondonrep,RT @EUlondonrep: Missed the #Brexit press conference by @MichelBarnier and @DavidDavisMP? See the recording here: https://t.co/OEBkdJhtKO h…,negatywna
Bruegel_org,"Pharmaceutical industry at risk from Brexit. A blog by Jianwei Xu https://t.co/c1v0o3IfIx #Brexit #pharmaceutical… https://t.co/Y6K1KaqvQW",negatywna
Insight4News3,"Northern Ireland 'perhaps most vulnerable to bad Brexit deal' warns Coveney #brexit https://t.co/OqzfRpZkpy",negatywna
jesseja98617169,"RT @UKIPNFKN: There are no known benefits to #Brexit - only huge social political &amp; economic damage It's time to #StopBrexit #Poverty #E…",negatywna
Rosiecat2,"RT @petertimmins3: Seeing as the UK currently doesn't have a government exactly who or what is David Davis representing to the EU? #brexit",pozytywna
johwilcha,"RT @weloveeconomics: #Brexit is SOCIAL DUMPING sold under the name of ""SOVEREIGNTY""! #remain #StopBrexit  #hungparliament @UKIPNFKN @nickre…",negatywna
UKIPNFKN,"European commission to crackdown on offshore tax avoidance via @guardian #Brexit #MayDUP #BrexitExit https://t.co/C9lDHMyhbK",negatywna
MissLauraMarcus,"If @DavidDavisMP had sent his brother Ray maybe we'd have got our promised ""row of the summer"" #Brexit #BrexitNegotiations #YouReallyGotMe",pozytywna
finchly,"RT @finchly: Why do we presume May or Trump CAN behave differently? &lt;Learn from your mistakes PM. Drop the #brexit belligerence&gt; https://t.…",negatywna
ComradeBananas,"RT @IDS_not: I wouldn't say @DavidDavisMP is thick but he actually thinks Les Dennis is a French fire engine! #Brexit",negatywna
talbacordero,"RT @HMCabinetCat: Full marks for a Diverse &amp; Inclusive team goes to David Davis.... #brexittalks #Brexit #Diversity https://t.co/pocCKfgxIQ",pozytywna
M_Reiterer,#Brexit - A transparent process in line with EU standards https://t.co/faXkRGH0w6,negatywna
eurobacon,RT @PoliticoRyan: David Davis received a gift disguised as a walking crutch today at the start of #Brexit talks. Fine trolling by @MichelBa…,pozytywna
mtm19311,"RT @Prospectally2: #Brexit will damage Scotland more than England. We need immigration Erasmus EU funding. Who now is standing up for us…",negatywna
koppest,"RT @Mina_Andreeva: .@MichelBarnier and @DavidDavisMP agree on terms of reference for the #Brexit negotiations: who when what &amp; how ➡️ htt…",pozytywna
Len_badblokes,"RT @SamGhib: Michael #Gove just said on @BBC4today #Brexit will lead to cheaper food making him a cereal fantasist.",pozytywna
danielepelleri,RT @Schuldensuehner: The most complicated negotiation of all time has begun. Your guide to the EU-UK #Brexit negotiations. https://t.co/b1y…,negatywna
Alisonogorman5O,"RT @sharpeleven: #C4News Look do we really have to do this #Brexit thing? Everybody knows it's an unmitigated disaster created &amp; controll…",negatywna
Onur_Bulbul,A neat analysis of UK's options at #Brexit talks by @alanbeattie Breaking open the Brexit black box https://t.co/dM72lMxoRk,negatywna
Petersonmanly,RT @gerardcassidy: Davis negotiating #Brexit is like a child with a Santa list.  His imagination will run riot but in reality he will get w…,pozytywna
tony_nog,RT @janemerrick23: Michel Barnier says there will be one week of #Brexit negotiations every month. So like a period. Only more painful.,negatywna
MeallyHen,"RT @PatricksPeople: I have no hope of UK becoming a fairer/more equal society in my lifetime [I'm 68] No hope whatsoever #Brexit only incre…",pozytywna
RobertJAndrew,"RT @GuyVerhofstadt: #Brexit negotations formally start today. For the @Europarl_EN safeguarding citizens' rights is the absolute priority.",pozytywna
CllrMikePowell,RT @weloveeconomics: Any ideas about who to blame after #Brexit? Will it be finally time to acknowledge Britain's bad economic policies? #h…,negatywna
deilsheid,"Between #Brexit and taking solace from the DUP they're already tearing us apart... https://t.co/CNppRuwmxr",pozytywna
Glensailing,RT @janemerrick23: Michel Barnier says there will be one week of #Brexit negotiations every month. So like a period. Only more painful.,negatywna
graemeallan,#Brexit talks going well. UK to join the #Euro. #BBC #BreakingNews https://t.co/MRjDxdDNKI,pozytywna
Martincook203C,"RT @libdemfightbac: Can we now pls now all agree that we were grievously lied to about the process costs &amp; benefits of #Brexit &amp; call a hal…",pozytywna
EU_Remain_2017,RT @weloveeconomics: #Brexit - China export myth vs reality: Was EU stopping  UK from exporting to 3rd countries? Or was it just poor polic…,negatywna
MarkSennen,"RT @deYook: the #Brexit 'divorce bill' is like a drinks bill in a strip club. ""You had 3 cokes and a tub of nuts that'll be 100 billion eu…",negatywna
cutter78,"RT @James4Labour: ""It is not about revenge or punishment but do not underestimate consequences"" - Michel Barnier #Brexit",negatywna
StepsSchmitz,"RT @Mina_Andreeva: .@MichelBarnier and @DavidDavisMP agree on terms of reference for the #Brexit negotiations: who when what &amp; how ➡️ htt…",pozytywna
DavidReesAM,RT @SeneddEAAL: Informative and productive meetings in Dublin today as part of our inquiry into the implications of #Brexit for ports. Go r…,pozytywna
morethanmum,""RT @MartinShovel: My cartoon - David Davis begins negotiations with the #EU over our nation's future prosperity #Brexit #r4Today https://t…",pozytywna
davidbarratt15,"RT @Lift_Consultant: @DavidJo52951945 No market, No Courts, No Customs, No Movement of people - thats #Brexit . EU said so consistantly sin…",negatywna
iainmcraig,"RT @theSNP: As #Brexit negotiations start today read @NicolaSturgeon on why there should be a genuine four-nation approach. https://t.co/J…",pozytywna
nearvinyldc,RT @MarkJCurran: We know what it means to be divided - #Mother reflects on #Brexit for #NorthernIreland by excellent @staceygreggles https:…,pozytywna
oldgitinchief,"RT @dngbbc: Today's #Brexit talks agreement confirms EU sequence will be followed, so exit issues first, only when EU is satisfied can trad…",negatywna
JonDaWelsh,"RT @DefeatBrexit17: https://t.co/fxPPs8nKel RT Undercover_mole: And the bad news keeps coming as #Brexit begins to bite, and we haven… http…",negatywna
DavidCharter,RT @janemerrick23: Michel Barnier says there will be one week of #Brexit negotiations every month. So like a period. Only more painful.,negatywna
gerardcassidy,Davis negotiating #Brexit is like a child with a Santa list.  His imagination will run riot but in reality he will get what EU wants to give,pozytywna
mymamasquotes,"RT @ijbrads66: Turns out one country can't hold 27 to ransom after all, who knew #Brexit https://t.co/O8lT1tyodl",pozytywna
JamieHolePunch,@Tucker5law And this #Brexit gameshow looks shit as well. https://t.co/7AUSSWDZHc,pozytywna
FilipaFigueira,"Next #Brexit meeting on 17 July - Working groups have 4 weeks to sort out details as per 4-week rounds agreed today https://t.co/xrewDtnOXP",pozytywna
Bill_ee_O,"RT @MartinShovel: My cartoon - David Davis begins negotiations with the #EU over our nation's future prosperity #Brexit #r4Today https://t…",pozytywna
dr4aj4eva,RT @4Carmilla: Don't let #Brexit spell the end of our #environment - Sign the petition to keep our protections: https://t.co/kBKJyVsWHO via…,pozytywna
Gwynoro,@Hilary_LibDem @Connovar @nick_clegg @DavidDavisMP The biggest loss to the present Parliament  over monitoring… https://t.co/xXQzl34aBq,negatywna
POLitchop,"Corbyn has dreamed of this for years he hates Europe. They bombed Mummy's house in WWII. More pro #brexit than eve… https://t.co/kvyDwAlzRL",negatywna
frackfree_eu,RT @LockedGateLancs: #Tories &amp; #Cuadrilla want to turn #Lancashire into the largest #gasfield in Western Europe #WeSaidNO #fracking #Brexit…,pozytywna
MsMainstay,"RT @UKIPNFKN: The UK is on its own - going backwards in the most expensive pointless &amp; self-destructive way possible #Brexit #ToryDUP #B…",negatywna
johwilcha,RT @LBC: How do you feel about the prospect of a successful Brexit negotiation? #CliveOnLBC #Brexit @DavidDavisMP @MichelBarnier,pozytywna
susan_bell1212,"RT @Ozygmios: Corbyn wants hard #Brexit and to leave the Single Market and opposes Scotland's democratic right to choose a different path.…",pozytywna
loveyoutrump,RT @LBC: How do you feel about the prospect of a successful Brexit negotiation? #CliveOnLBC #Brexit @DavidDavisMP @MichelBarnier,pozytywna
EsjaySk8,"RT @WriterInPyjamas: @GuyVerhofstadt @amsterdam_bill Help us please by stopping divisive #Brexit.",pozytywna
discworld_girl,"RT @HMCabinetCat: Full marks for a Diverse &amp; Inclusive team goes to David Davis.... #brexittalks #Brexit #Diversity https://t.co/pocCKfgxIQ",pozytywna
ORourkeGerry,"We got it all wrong Stephen is the one who knows the ""advantages"" of #brexit https://t.co/pIPaPaESce",pozytywna
MaryKHarringto2,RT @JOE_co_uk: EXCLUSIVE FOOTAGE: Theresa May severs ties with the EU #Brexit #Article50 #BrexitDay https://t.co/lLia5is9J6,pozytywna
Penny_235,"RT @paul__johnson: David Davis What he wanted: 'the fight of the summer' over sequencing of #Brexit talks. What he got: nothing https://t.c…",negatywna
Keithmickwaves,Sorry I'm confused. What did the messiah get right? He campaigned for #Remain allegedly but he long got it right th… https://t.co/twrHmd3Mj3,pozytywna
nicelally,RT @janemerrick23: Michel Barnier says there will be one week of #Brexit negotiations every month. So like a period. Only more painful.,negatywna
jaymediasdc,RT @SDC_Business_: #Brexit what do we know ? https://t.co/VxopxLmv2w,pozytywna
Conferenceboard,RT @IlariaInBxl: Not clear to me how the UK could be in the Single Market but not in the Custom Union. #Brexit help needed after this https…,negatywna
WendyPuerto,"RT @Adm_deRuyter: @TRobinsonNewEra @DestroyTheEU Fantastic Jacob Rees-Mogg just put down 'sir' vince cable over #Brexit no soft brexit or…",pozytywna
BettyBunny1969,RT @LBC: How do you feel about the prospect of a successful Brexit negotiation? #CliveOnLBC #Brexit @DavidDavisMP @MichelBarnier,pozytywna
EU_Remain_2017,RT @weloveeconomics: #May won't tell you that pound depreciates because UK is expected to become permanently poorer after #Brexit #remain h…,pozytywna
IDS_not,"I wouldn't say @DavidDavisMP is thick but he actually thinks Les Dennis is a French fire engine! #Brexit",negatywna
pipermartyn1,RT @NFUtweets: As the complex and lengthy #Brexit talks start today our asks for a successful British food &amp; farming sector remain very cle…,pozytywna
MatthewOMeagher,"RT @frenchiekiwi: Someday in the future kids might be taught what a messy divorce is using #Brexit as an example. My #EU hurts. https://t.…",negatywna
ondrejpialek,RT @privacyint: Privacy International Sends #Brexit Teams Anti-Surveillance Package https://t.co/ObnDavTe4D More here: https://t.co/fsxhZpa…,negatywna
labour_wales,RT @SeneddEAAL: Informative and productive meetings in Dublin today as part of our inquiry into the implications of #Brexit for ports. Go r…,pozytywna
SeneddEAAL,Informative and productive meetings in Dublin today as part of our inquiry into the implications of #Brexit for por… https://t.co/muqIXHyrkf,pozytywna
TANews101,RT @janemerrick23: Michel Barnier says there will be one week of #Brexit negotiations every month. So like a period. Only more painful.,negatywna
Emilinehope,RT @LBC: How do you feel about the prospect of a successful Brexit negotiation? #CliveOnLBC #Brexit @DavidDavisMP @MichelBarnier,pozytywna
Onelumportwo_WW,RT @carryonkeith: The UK being represented in #Brexit negotiations by David Davis is like England entering the World Cup and fielding Accri…,pozytywna
Yeah_ThatBloke,RT @janemerrick23: Michel Barnier says there will be one week of #Brexit negotiations every month. So like a period. Only more painful.,negatywna
NFULNR,RT @NFUtweets: As the complex and lengthy #Brexit talks start today our asks for a successful British food &amp; farming sector remain very cle…,pozytywna
srahunton,RT @LBC: How do you feel about the prospect of a successful Brexit negotiation? #CliveOnLBC #Brexit @DavidDavisMP @MichelBarnier,pozytywna
iandavidjones21,"RT @marcuschown: Retweet if you think this lemming on a spoon would be better at negotiating #Brexit than Davis Boris &amp; May https://t.co/i…",negatywna
job_bremerhaven,The latest The Job_Bremerhaven Daily! https://t.co/StMZafdX7O #schulz #brexit,pozytywna
cirian75,RT @LBC: How do you feel about the prospect of a successful Brexit negotiation? #CliveOnLBC #Brexit @DavidDavisMP @MichelBarnier,pozytywna
electKramp,"RT @BrentHCameron: Formal #Brexit negotiations begin today - on 'United Empire Loyalist Day' in Ontario Canada...",pozytywna
Peeeeter_,"RT @marcuschown: Retweet if you think this lemming on a spoon would be better at negotiating #Brexit than Davis Boris &amp; May https://t.co/i…",negatywna
MobyPaul,"This thread �� Ordinary folk realising what a complete pile of crap has been sold by pro #Brexit types. @garycarney4… https://t.co/BZ5GqEWEyg",pozytywna
milugrad,"RT @Mina_Andreeva: .@MichelBarnier and @DavidDavisMP agree on terms of reference for the #Brexit negotiations: who when what &amp; how ➡️ htt…",pozytywna
TheConmy,RT @Okeating: The #Brexit negotiating team gets proceedings underway. https://t.co/Rf2VNm5sEF,pozytywna
JudithRosina,RT @murray_aart: #Brexit for dummies �������� https://t.co/3N16e8Wtfl,pozytywna
Lordmchaggis,RT @carryonkeith: The UK being represented in #Brexit negotiations by David Davis is like England entering the World Cup and fielding Accri…,pozytywna
FergusonPhilip,"RT @petertimmins3: Seeing as the UK currently doesn't have a government exactly who or what is David Davis representing to the EU? #brexit",pozytywna
linuswestscot,"quit with the optimism - more like one year five months. #Brexit https://t.co/8CKXPJ4d7s",pozytywna
Ozygmios,Let me be clear - the only change Corbyn offers is the loose change found down the back of the #Brexit sofa. https://t.co/G7byvhZjhp,pozytywna
TerryEnga,RT @Open_Britain: WATCH - @JamesMcGrory is right: the British people said 'no thanks' to @theresa_may's hard #Brexit vision for Britain. Pl…,pozytywna
arcfsantos,RT @BrExpatsEU: .@franklyMrS writing about his research with #italiansinuk &amp; #brexit in .@TheSocReview - check it out @nandosigona ! https:…,pozytywna
PWoodfall,"RT @deYook: the #Brexit 'divorce bill' is like a drinks bill in a strip club. ""You had 3 cokes and a tub of nuts that'll be 100 billion eu…",negatywna
keating_eleanor,"RT @MariaBartiromo: #Brexit should make the UK economy more attractive. Fin. services will want to be there"" - @NileGardiner @MorningsMaria…",pozytywna
ChartMill,Some $AAPL technical analysis synthesis https://t.co/PpYG1P5Dnf #marketing #Brexit https://t.co/IaGqsvT9d8,pozytywna
johwilcha,RT @weloveeconomics: #Brexit - China export myth vs reality: Was EU stopping  UK from exporting to 3rd countries? Or was it just poor polic…,negatywna
be11a102,RT @LBC: How do you feel about the prospect of a successful Brexit negotiation? #CliveOnLBC #Brexit @DavidDavisMP @MichelBarnier,pozytywna
scepticalian,Just in case anyone is remotely interested in the 'clusters'. #Brexit #BrexitNegotiations https://t.co/GTfW5n18Mh,pozytywna
LBC,"After Day 1 of Brexit negotiations both sides say they're determined and optimistic. Do you feel the same way?… https://t.co/7xGXZ8gVQ8",pozytywna
AJDuterque,RT @pricetim: #Brexit summarised in one image https://t.co/0sqpq3lBBl,pozytywna
Annaliez,"RT @barryjbutler: #Brexit monthly talks. ""..like a period. Only more painful"" https://t.co/TFXEqCLUNZ",pozytywna
cutter78,RT @janemerrick23: Michel Barnier says there will be one week of #Brexit negotiations every month. So like a period. Only more painful.,negatywna
BrandusaEu,"An English painting for the day #Brexit negotiations start - Europe: A Prophecy. William Blake 1794. @britishmuseum https://t.co/YjtQFCwmCu",pozytywna
annofarabia,"RT @stephencaunt: As usual @dsmitheconomics chooses to look only at the debit side of #Brexit when he says deal will be 'inferior to what…",pozytywna
sheralynlouise,"RT @Adm_deRuyter: @TRobinsonNewEra @DestroyTheEU Fantastic Jacob Rees-Mogg just put down 'sir' vince cable over #Brexit no soft brexit or…",pozytywna
vjl2,"RT @Mina_Andreeva: .@MichelBarnier and @DavidDavisMP agree on terms of reference for the #Brexit negotiations: who when what &amp; how ➡️ htt…",pozytywna
Penny_235,RT @EU_Commission: LIVE now- Article 50 negotiations press conference with @MichelBarnier &amp; @DavidDavisMP https://t.co/7RAsscGAkW #Brexit h…,pozytywna
Buzzer365,"@DavidJo52951945 And WE should dictate the schedule etc of the #Brexit talks not meekly fit in with their agenda.",negatywna
JamesH1963,RT @JOE_co_uk: EXCLUSIVE FOOTAGE: Theresa May severs ties with the EU #Brexit #Article50 #BrexitDay https://t.co/lLia5is9J6,pozytywna
nneusj,RT @Reuters: LIVE: British #Brexit minister Davis says more time spent on Ireland in today's talks than any other subject. https://t.co/xwK…,negatywna
Penny_235,"RT @Mina_Andreeva: .@MichelBarnier @DavidDavisMP #Brexit ""A fair deal is possible and better than no deal. I will work for that."" https://t…",pozytywna
HansErikIken,RT @weloveeconomics: #Brexit is the perfect way to destroy UK economy driven by financial services! #GE2017 #remain @BrexitBin @ExitBrexit…,pozytywna
